"Code du groupement d'utilisation";"Libellé du groupement d'utilisation";"Continent";"Code du pays";"Libellé du pays";"Libellé du flux";"Valeur DHS Janvier 2017";"Valeur DHS Février 2017";"Valeur DHS Mars 2017";"Valeur DHS Avril 2017";"Valeur DHS Mai 2017";"Valeur DHS Juin 2017";"Valeur DHS Juillet 2017";"Valeur DHS Aout 2017";"Valeur DHS Septembre 2017";"Valeur DHS Octobre 2017";"Valeur DHS Novembre 2017";"Valeur DHS Décembre 2017";"Valeur DHS Janvier 2018";"Valeur DHS Février 2018";"Valeur DHS Mars 2018";"Valeur DHS Avril 2018";"Valeur DHS Mai 2018";"Valeur DHS Juin 2018";"Valeur DHS Juillet 2018";"Valeur DHS Aout 2018";"Valeur DHS Septembre 2018";"Valeur DHS Octobre 2018";"Valeur DHS Novembre 2018";"Valeur DHS Décembre 2018";"Valeur DHS Janvier 2019";"Valeur DHS Février 2019";"Valeur DHS Mars 2019";"Valeur DHS Avril 2019";"Valeur DHS Mai 2019";"Valeur DHS Juin 2019";"Valeur DHS Juillet 2019";"Valeur DHS Aout 2019";"Valeur DHS Septembre 2019";"Valeur DHS Octobre 2019";"Valeur DHS Novembre 2019";"Valeur DHS Décembre 2019";"Valeur DHS Janvier 2020";"Valeur DHS Février 2020";"Valeur DHS Mars 2020";"Valeur DHS Avril 2020";"Valeur DHS Mai 2020";"Valeur DHS Juin 2020";"Valeur DHS Juillet 2020";"Valeur DHS Aout 2020";"Valeur DHS Septembre 2020";"Valeur DHS Octobre 2020";"Valeur DHS Novembre 2020";"Valeur DHS Décembre 2020";"Valeur DHS Janvier 2021";"Valeur DHS Février 2021";"Valeur DHS Mars 2021";"Valeur DHS Avril 2021";"Valeur DHS Mai 2021";"Valeur DHS Juin 2021";"Valeur DHS Juillet 2021";"Valeur DHS Aout 2021";"Valeur DHS Septembre 2021";"Valeur DHS Octobre 2021";"Valeur DHS Novembre 2021";"Valeur DHS Décembre 2021";
"5";"DEMI  PRODUITS";"ASIE";"CN";"CHINE";"Exportations FAB";"3699697,21";"3762018,65";"9967141";"4134068,3";"6839853,66";"8811868,23";"4098455,91";"4279411,54";"4541276,31";"2256041,05";"1318262,78";"249075498,42";"18986587,63";"2027422,55";"93908621,66";"21636572,129";"12802816,94";"6675367,25";"17571898,93";"16179073,97";"4542374,156";"8691597,48";"4498303,48";"3825901,691";"2610110,074";"4174469,553";"12249447,188";"5050379,259";"7247137,543";"6885973,162";"5753190,81";"18244618,03";"12084138,48";"9902470,78";"5225285,72";"223789020,717";"20594438,06";"7105386,99";"20174240,91";"5373915,63";"9009212,072";"13239591,88";"36701810,64";"48490573,69";"59529560,478";"37996591,97";"41855531,56";"83674167,98";"35809645,06";"45770942,829";"75707338,772";"69277949,442";"51020106,83";"100982291,11";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"GE";"GEORGIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"73458";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4535988";"0";"0";"5023110";"0";"0";"5822014";"0";"0";"9541438";"0";"0";"8203485";"0";"0";"8336291";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"KZ";"KAZAKHSTAN";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1071563";"0";"2190186";"2237187";"0";"1186462";"437096";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187897";"0";"0";"0";"0";"187136";"0";"183837";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"MM";"MYANMAR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"112735";"0";"93412";"375249";"102150";"73121";"622998";"15345";"1020906";"68211";"38912";"259358";"650502";"919036";"395542";"101323";"85771";"475202";"1015395";"0";"9885";"0";"409401";"253122";"911055";"0";"0";"0";"0";"868";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"SY";"REPUBLIQUE ARABE SYRIENNE";"Importations CAF";"233000";"2245811";"1628588";"0";"1202962";"0";"0";"3247150";"875";"55";"4000";"0";"1200870";"0";"1997600";"63950";"2377058";"0";"0";"1636125";"19968";"33529";"0";"1993864";"0";"2655062";"2012";"0";"3267283";"0";"0";"3315929";"0";"41595";"60480";"0";"273713";"0";"21697";"300";"0";"0";"210800";"16944";"0";"4500";"0";"0";"0";"0";"84935";"0";"215116";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"VN";"VIET NAM";"Importations CAF";"5115692";"7164607";"2304417";"5389447";"3739303";"2219615";"4574101";"3188589";"1743087";"1962053,4";"4859525";"6146834";"4593376";"4394870";"4283539";"5192217";"4412124";"2920896";"2404007";"5593791";"6394732";"3915087";"3831803";"5276086,9";"5882389";"9276231";"6250206";"12059633";"7057425";"10002001,32";"15337333";"4452406";"5401508";"6706249";"6110293";"4799179";"6778348,24";"6875412";"4744496";"8534130";"6187734";"4696829";"8687870";"6988979";"11686636";"21374216";"6518978,5";"6307235";"6493448";"5512411";"4510853";"8546475,771";"11541901";"12014421";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AUSTRALIE";"NC";"NOUVELLE-CALEDONIE";"Exportations FAB";"0";"0";"0";"0";"1423";"0";"458";"0";"0";"0";"0";"0";"0";"5186";"560";"90";"89";"178";"111";"23";"8839";"0";"11";"17972";"87";"416";"87";"0";"87";"17437";"0";"0";"0";"0";"1600";"4255";"1506015";"584232";"3946487";"87";"86";"87";"0";"39";"455";"0";"0";"0";"891543";"635";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"FI";"FINLANDE";"Exportations FAB";"25625";"1301351";"1230584";"1513593";"435285";"7227";"13400";"26095";"1056";"846354";"417219";"304824";"255138";"671240";"587200";"32201981";"455550";"958125";"12806";"431045";"699440";"647698";"1000511";"441682";"479859";"334906";"473815";"329531";"337113";"471612";"635272";"474063";"328311";"424496";"548654";"75409";"327815";"332743";"753139";"340045";"427150";"657064";"35391";"48367";"793398";"414400";"7067";"669580";"96267";"307589";"26962401,71";"501738";"35827300";"3128358";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"SK";"SLOVAQUIE";"Importations CAF";"30774272,1";"21785763";"31088021";"25917423";"36090380";"32459142";"29096031";"20610493,48";"26976303";"53810111,56";"31219544";"19194323";"17476199";"10651434";"12508946";"10549826";"29989129";"10554040";"7206661";"6487684";"10897470";"7547332";"7351517";"5560135";"7912884";"10280648";"13015398";"25407102";"14048423";"8849997";"25956406";"22477205";"23711495,067";"18475180,639";"24568437,119";"17223497,135";"30444650,665";"15472844,549";"23867689,976";"14692532,942";"4585111,543";"11148950,349";"8590554,186";"20180211,722";"18469406,054";"10431141,26";"7196214,062";"9633818,041";"13515996,599";"23722489,397";"14405930,081";"12011264,394";"12873063,885";"11313243,886";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"XK";"KOSOVO";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"CD";"LA REPUBLIQUE DEMOCRATIQUE DU CONGO";"Importations CAF";"0";"0";"0";"0";"0";"65425824";"0";"387778";"73231287";"0";"0";"110326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"CG";"CONGO";"Importations CAF";"247778";"11608949";"62661860";"442351";"46140042";"0";"458120";"27376";"0";"0";"0";"0";"0";"147402";"0";"260638";"0";"114765";"0";"0";"0";"0";"0";"1100";"0";"0";"0";"0";"0";"0";"41227";"0";"0";"2132423";"960713";"0";"0";"0";"0";"0";"0";"0";"0";"1935";"0";"0";"0";"0";"0";"0";"400";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"KM";"COMORES";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"640270";"0";"0";"0";"756638";"0";"0";"0";"245490";"887846";"0";"261";"0";"87";"0";"260";"0";"1632861";"0";"0";"0";"0";"0";"0";"84";"0";"345";"0";"0";"348";"0";"0";"0";"0";"0";"44480";"0";"429";"0";"86";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"MR";"MAURITANIE";"Exportations FAB";"32177663,546";"38226214,033";"26848594,021";"34746010,315";"41670260,256";"32365275,208";"57079752,497";"26038577,402";"23451330,427";"36626363,817";"31366287,166";"77331544,717";"33001162,568";"42976442,86";"55168094,679";"29875894,638";"48830560,697";"15824120,959";"32812111,264";"15746221,56";"18732637,503";"34667132,865";"22146306,241";"29278230,974";"22079777,036";"27596603,355";"18367545,963";"42489336,933";"20764495,1";"19137232,952";"19082718,7";"17398104,073";"17599746,706";"20661735,096";"39378328,383";"29394249,132";"12977621,209";"20808719,668";"25523854,594";"9276874,405";"8510985,197";"17424709,638";"18978929,568";"9377485,435";"23723729,115";"15894683,271";"17560462,178";"24832870,461";"20702490,915";"47240365,391";"36729447,42";"26735921,272";"32058134,96";"35539714,321";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"MU";"MAURICE";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2264";"0";"0";"0";"1806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"TN";"TUNISIE";"Exportations FAB";"5946226,322";"9965807,977";"13259138,518";"21139204,016";"10946491,45";"7793907,334";"10464476,022";"10314714,908";"6371279,864";"6378943,457";"11416247,412";"12655320,692";"15429042,612";"10783895,889";"10148549,349";"10705478,903";"8134172,4";"8008938,501";"7773982,861";"13437287,43";"8451226,784";"12413844,513";"8047116,466";"15366806,103";"10575962,139";"12004938,297";"8696945,193";"12745463,41";"8161164,69";"8835084,791";"9204097,15";"8841867,678";"8023393,34";"8456300,42";"6362394,68";"6766863,51";"3217174,79";"6236717,672";"3788866,19";"12800941,255";"7691917,73";"3817719,53";"10384378,55";"4134569,25";"8884746";"8307918,37";"9628196,01";"15547459,91";"8725335,233";"9870751,774";"10819769,175";"15838227,105";"6625514,273";"13937111,098";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"BB";"BARBADE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"464313,3";"18900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"BO";"L'ETAT PLURINATIONAL DE BOLIVIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"MQ";"MARTINIQUE";"Exportations FAB";"136";"0";"0";"0";"0";"0";"153639";"0";"0";"0";"0";"89";"0";"91";"866,096";"90";"0";"178";"8500";"0";"88";"0";"0";"0";"0";"0";"63881";"0";"0";"0";"0";"2640";"0";"0";"0";"0";"0";"85";"85";"0";"171";"0";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"BH";"BAHREIN";"Exportations FAB";"5077";"57632";"76524,59";"138240";"60984";"13500";"2506";"5750";"166085";"12120";"1800";"9135";"5054";"25240";"0";"5776";"38634";"1911734,3";"37550";"0";"0";"1431";"0";"10225";"39112";"35401";"6331";"12254";"33815";"0";"0";"3775";"116653";"1918";"5932";"547";"23613";"17078";"86149";"0";"4200";"0";"44321";"230";"10807";"1101";"19298";"0";"162708";"5664";"0";"99733";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"BN";"BRUNEI DARUSSALAM";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22500";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"0";"80";"0";"0";"0";"0";"0";"530";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"HK";"HONG KONG";"Importations CAF";"2582994,999";"1343235";"2230775,418";"1941601,35";"2311966,975";"2216636,75";"2895791,689";"1929164,025";"1823996,253";"4271398,212";"2718402,149";"4474667,031";"2262446,121";"5958278,977";"1708755,685";"1693462,333";"3267987,082";"10347200,09";"2817501,376";"2610610,03";"3717854,693";"1515523,477";"2546664,023";"1625532,564";"3617092,388";"2693093,141";"2304817,66";"3843970,308";"2091667,372";"1684886,248";"3380299,795";"2106259,24";"1721091,445";"4633384,872";"2212021,45";"3014673,044";"2373165,595";"2629328,528";"2163790,35";"1977430,73";"1662417,088";"17103703,56";"1234433,7";"725529,02";"1618256,72";"2613394,88";"5686076,9";"3132690,891";"1983285,458";"2454477,63";"5553820,78";"7326902,5";"2992360,5";"2911007,61";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"SG";"SINGAPOUR";"Exportations FAB";"184654893";"184289062,3";"248852075,3";"192696456,8";"191888488,3";"268771191";"210999300,5";"185802069,6";"231181661,1";"194139026,8";"177101175,7";"238074115,3";"184967065,6";"195048371";"246105474";"193902374,7";"181780536,9";"248800046,8";"202755080";"176024457,9";"260690652,5";"214557057,6";"198861260,4";"287837226,4";"198538334,8";"224892032,3";"254975498,1";"200825517,23";"205759388,5";"227169202,3";"182508841,8";"152995809,8";"248365079,3";"196375124,9";"169493570,3";"244673259";"151320065,6";"173027141,3";"170125865,96";"102277586,65";"105700628,92";"146614890,79";"125959967,9";"97336163,64";"144111620,05";"118532358,78";"112684538,11";"180572202,469";"153977669,82";"159260435,7";"197898014,85";"186804986,5";"186907340,9";"2077621,21";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"TH";"THAILANDE";"Importations CAF";"9878630,46";"5253203,846";"6780491,761";"7990286,372";"6255390";"4909277";"4531892";"14087452,69";"5980025";"9090518,838";"9315264,307";"9096000";"9348528";"8068479,097";"6623424,953";"17545392";"10871790";"8814987";"6719623,614";"7720476";"5740409,633";"11341255,001";"5938200,249";"5715377";"7026256,3";"7307476,76";"5996924,478";"7621826,91";"9249720";"11250818";"14237387,052";"11857686,578";"11994065,18";"10876867,711";"7177702,608";"11975985,52";"15057251,567";"8694975,987";"15126192,706";"11773994,673";"3832199,43";"6109735,197";"54953009,895";"4662359,688";"4879099,307";"6152611,803";"12275582,427";"5301224,2";"8916413,909";"9116572,776";"14177302,105";"8125419,238";"8606780,086";"9626530,531";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"TM";"TURKMENISTAN";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1456950";"0";"0";"0";"0";"3854369";"0";"1077666";"0";"0";"0";"0";"0";"0";"0";"0";"1345692";"0";"9887881";"2721428";"0";"5783953";"4420350";"2328370";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AUSTRALIE";"PF";"POLYNESIE FRANCAISE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"0";"185494";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"FR";"FRANCE";"Importations CAF";"752880144,264";"767442735,897";"981086631,991";"753513793,669";"890285773,654";"929718878,461";"787653357,92";"683362237,593";"787635297,479";"829813091,299";"860699887,68";"822503620,93";"676259303,639";"778765285,497";"943052858,759";"896125294,849";"857201869,995";"782917618,191";"750506350,6";"568665010,691";"709211630,482";"919129125,232";"834473768,686";"866858395,043";"719636294,089";"864507588,075";"954708671,714";"928891910,825";"848413982,972";"758674848,594";"849921540,146";"617790076,126";"752121881,22";"905022502,26";"758373411,963";"836430890,4";"662492378,699";"701107368,07";"829265367,786";"557750192,206";"503447986,141";"671657433,244";"589108041,762";"535968540,758";"704477612,059";"643431149,217";"766453602,499";"766173982,816";"679044896,68";"753048687,78";"932828283,135";"775861111,819";"843187241,425";"856866073,074";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"MD";"REPUBLIQUE DE MOLDOVA";"Exportations FAB";"0";"0";"0";"0";"47200";"67500";"125035";"317348";"0";"522380";"335488,5";"0";"205796";"710152,98";"0";"273572";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6063";"0";"0";"0";"0";"62329";"48368";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"PL";"POLOGNE";"Exportations FAB";"330283";"76948195,41";"13670343";"417780";"590559";"17751030";"1315662";"18580036";"2146902,66";"1583645";"14389930,08";"1615437,5";"3265986";"17078489";"3989415,47";"1213694,54";"16482510,395";"19190026,72";"3464770,53";"19923626";"2219708,41";"22759792,356";"1575604,24";"22605697";"1450436,37";"2699296,704";"2398603";"23744648,769";"38109040";"24070119,41";"22480417,61";"709884";"3076965,01";"31218903,168";"18050437,75";"1098265,35";"1042593";"31118046,36";"2192174,2";"32732367";"2453578";"31010876";"5476529,71";"36854220,79";"4656083,544";"4780593,31";"61695288,24";"8197518,006";"144379237,148";"29491657,942";"38277250,589";"11858297,875";"16101623,894";"116965132,84";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"EUROPE";"RO";"ROUMANIE";"Exportations FAB";"481148,06";"61582326,24";"54083909,73";"210889,32";"83411812";"118324308,029";"88034658,12";"136093471,43";"13518143,25";"559994,74";"636317,86";"284956,81";"210004,79";"315974";"551273,96";"379154,2";"76716861,9";"351068445";"57956779,15";"85445761";"490481";"365020";"2414690,22";"1062887";"806460";"1985667";"58809075";"1827926";"138634620,77";"116428103,2";"168817217";"76137065,25";"1989659,55";"2280590";"2799892";"1147161,7";"21895645";"2423738";"66401939";"4124591";"2062237";"191751111";"210034963,91";"3487484,26";"4336386,454";"5167992,18";"5338797,61";"3672877,192";"4606036,522";"6062220,361";"62058367,097";"6510263,477";"166707142,04";"307151325,054";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"BW";"BOTSWANA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"327044";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"344500";"0";"0";"0";"0";"0";"0";"483400";"19";"0";"0";"411100";"0";"205000";"0";"0";"0";"0";"0";"0";"0";"2475327";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"GN";"GUINEE";"Importations CAF";"0";"0";"0";"0";"0";"0";"560334";"0";"0";"282834";"0";"0";"0";"0";"0";"152981";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14632";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"LR";"LIBERIA";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3986";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"LY";"LIBYE";"Exportations FAB";"3870230,62";"37401874,32";"93279";"1578315,06";"8889";"556080,381";"12045607";"0";"20520295";"26937140";"13610832";"20319060";"1430492";"4052";"994";"9069";"659781";"8367247";"6617031";"13439812";"24694228";"80164";"1088130";"18838161";"6836845";"1528753";"4884990";"11232248";"8038128";"1715308";"504763";"83142";"8211642";"1265807";"141400";"18637";"14925,32";"51253";"77";"9199219";"0";"51364";"349";"10819568";"312302,5";"16883923,5";"9116360";"11314";"101210";"196592";"1156838,212";"124365,82";"5472315";"2968359";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"NA";"NAMIBIE";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AFRIQUE";"SZ";"SWAZILAND";"Exportations FAB";"29268";"46003";"43272";"70468";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31903";"0";"49300";"0";"0";"0";"96250";"9906";"10166";"0";"0";"0";"6050";"41900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4000";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"AR";"ARGENTINE";"Importations CAF";"1849988";"3346013";"53345097";"1692984";"1294984";"649355";"888533";"4099913";"1186216";"1834671";"431942";"2486530";"1365904";"1303779";"2621261";"1598792";"1169775";"1024998";"1020850";"1707614";"401560";"4845955";"116209";"3871855";"2077021";"1495767";"243413";"1047254";"849411";"297428";"850776";"1136505";"42091";"265100";"331613";"362194";"207351";"181437";"2473927";"690075";"1725214";"207587";"269305";"138114";"604647";"258877,668";"1640720";"139857";"409650";"220865";"750588";"621187";"140279";"1375086";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"CO";"COLOMBIE";"Exportations FAB";"23000";"40462787,41";"10863386,86";"2995649";"3874266,74";"55648";"6917023";"0";"2205302";"34291";"17500";"0";"9398";"943376";"1433061,76";"2637025";"97812";"35117";"29862";"56363";"2800";"39914";"0";"3165";"2612";"191368";"0";"0";"11629";"3428";"1250";"0";"15062";"0";"1000";"0";"2183";"1553205";"0";"0";"0";"22321320";"13519000";"0";"0";"0";"0";"104397161";"0";"788791,35";"2681689";"0";"5164085";"2604573";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"KN";"SAINT-KITTS-ET-NEVIS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"220962,6";"0";"0";"28520";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"SR";"SURINAME";"Importations CAF";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"SV";"EL SALVADOR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"VC";"SAINT-VINCENT-ET-LES GRENADINES";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"459014,9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"AMERIQUE";"VE";"REPUBLIQUE BOLIVARIENNE DU VENEZUELA";"Importations CAF";"0";"440";"81027310";"0";"0";"0";"36491849";"0";"36007710";"0";"0";"338";"0";"0";"130";"0";"0";"0";"0";"0";"2552,11";"0";"0";"0";"0";"0";"14680";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12393";"0";"0";"0";"1770";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5";"DEMI  PRODUITS";"ASIE";"IQ";"IRAQ";"Importations CAF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2684400";"0";"0";"5611200";"0";"0";"2580";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
